Id,Name,Latitude,Longitude,Altitude,Ownership,Type,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,City,Kebele,Status
1018577,Gamea Kabecho Basic Health Post,7.089852900000000,37.842711399999999,1881.099999999999909,Public/Government,Health Post,Damot Pullasa,ET070611,Wolayita,ET0706,SNNP,ET07,Shanto,Lera,Approved
1042443,Gamela Health Post,7.272498500000000,37.937697200000002,2147.927520000000186,Public/Government,Health Post,Kediada Gambela,ET070303,Kembata Tembaro,ET0703,SNNP,ET07,Durame,Gamela,Approved
1019006,Gameso Ano Health Post,6.833304400000000,38.635393800000003,2610.891999999999825,Public/Government,Health Post,Gorche,ET160011,Sidama,ET1600,Sidama,ET16,,Ano,Approved
1018999,Gameso Faicho Health Post,6.863442900000000,38.664581900000002,2692.599999999999909,Public/Government,Health Post,Gorche,ET160011,Sidama,ET1600,Sidama,ET16,,Faicho,Approved
1019000,Gameso Kenera Health Post,6.860945000000000,38.636341000000002,,Public/Government,Health Post,Gorche,ET160011,Sidama,ET1600,Sidama,ET16,Kenera,Kenera,Approved
1047501,Gametiachet Health Post,6.177760400000000,36.661629300000001,2704.099999999999909,Public/Government,Health Post,North Ari,ET070703,South Omo,ET0707,SNNP,ET07,,Gamitiachet,Approved
1057879,Gameto Health Post 01,6.980482200000000,38.493207599999998,1726.900000000000091,Public/Government,Health Post,Hawasa town,ET160018,Sidama,ET1600,Sidama,ET16,Hwassa,Gemeto,Approved
1057880,Gameto Health Post 02,6.996855000000000,38.509163299999997,1736.500000000000000,Public/Government,Health Post,Hawasa town,ET160018,Sidama,ET1600,Sidama,ET16,Hawassa,Gemeto,Approved
1045729,Gamile Health Post,5.816275000000000,37.912389200000000,0.000000000000000,Public/Government,Health Post,Amaro,ET072102,Amaro,ET0721,SNNP,ET07,,Gamule,Approved
1018584,Gamo Gembela Health Post,8.982135200000000,37.846090400000001,0.000000000000000,Public/Government,Health Post,Ambo town,ET040515,West Shewa,ET0405,Oromia,ET04,Abayi Warebesa,Gamo Gembela,Approved
1034916,Gamo gofa drug store,6.026303100000000,37.552075500000001,1279.700072999999975,Private for profit,Pharmacy,Arba Minch town,ET071021,Gamo,ET0710,SNNP,ET07,,Ediget Bere,Approved
1059440,Gamo Health Post,9.707001000000000,39.317615799999999,2790.599854000000050,Public/Government,Health Post,Abichugna Gne'a,ET040609,North Shewa (OR),ET0406,Oromia,ET04,Gamo,Gamo,Approved
1078441,Gamo Limat Mahiber Primary Clinic,6.055921900000000,37.558329999999998,1228.799999999999955,Public/Government,Clinic,Arba Minch town,ET071021,Gamo,ET0710,SNNP,ET07,,Limat,Approved
1018588,Gamo Negero Health Post,9.365478000000000,37.109962000000003,,Public/Government,Health Post,Jimma Genete,ET041906,Horo Gudru Wellega,ET0419,Oromia,ET04,Hareto,Gamu Negero,Approved
1046373,Gamo Walana Health Center,7.099088500000000,37.634275899999999,1714.512244999999893,Public/Government,Health Center,Boloso Bombe,ET070608,Wolayita,ET0706,SNNP,ET07,Bombe,Gamo Walana,Approved
1046374,Gamo Walana Health Post,7.098640000000000,37.634648200000001,1712.852300999999898,Public/Government,Health Post,Boloso Bombe,ET070608,Wolayita,ET0706,SNNP,ET07,Bombe,Gamo Walana,Approved
1018591,Gamo Yebelo Health Post,8.971069900000000,37.538190499999999,2288.599999999999909,Public/Government,Health Post,Liban Jawi,ET040597,West Shewa,ET0405,Oromia,ET04,Godora,Gamo Yebelo,Approved
1047426,Gamole Basic Health Post,5.334394300000000,37.408609900000002,1616.400000000000091,Public/Government,Health Post,Karat Zuria,ET071303,Konso,ET0713,SNNP,ET07,,"02",Approved
1089047,Gamta Drug Store,9.086102199999999,36.549994099999999,2086.699951000000056,Private for profit,Pharmacy,Nekemte town,ET040297,East Wellega,ET0402,Oromia,ET04,Arjo,Arjo 01,Approved
1075795,Gan Arada Health Post,9.930004800000001,39.381249400000002,2669.099999999999909,Public/Government,Health Post,Mojan Wedera,ET030511,North Shewa (AM),ET0305,Amhara,ET03,,Gan Arada,Approved
1020574,Gana Guta Health Post,9.118340000000000,37.204265999999997,,Public/Government,Health Post,Bako Tibe,ET040506,West Shewa,ET0405,Oromia,ET04,Wayu,Gana Guta,Approved
1075176,Gana Health Post,12.550566099999999,37.305344599999998,2100.300000000000182,Public/Government,Health Post,East Dembia,ET031111,Central Gondar,ET0311,Amhara,ET03,Gana,Gana,Approved
1066494,Gana Kare Basic Health Post,6.280391300000000,37.452175199999999,2900.503999999999905,Public/Government,Health Post,Dita,ET071008,Gamo,ET0710,SNNP,ET07,,Gana Kare,Approved
1059235,Ganale Drug Store,4.520774900000000,41.535486700000000,374.600000000000023,Private for profit,Pharmacy,Bokolmayo,ET050999,Liban,ET0509,Somali,ET05,Malkadido,Malkadido,Approved
1054953,Ganba Aseye Health Post,8.872920300000002,42.704355499999998,1451.000000000000000,Public/Government,Health Post,Babile (OR),ET041004,East Hararge,ET0410,Oromia,ET04,Goljano,Ganba aseye,Approved
1055889,Ganbad Health Post,5.037855900000000,42.441831000000001,325.800000000000011,Public/Government,Health Post,Hargele,ET050806,Afder,ET0508,Somali,ET05,Bare,Ganbad,Approved
1055702,Ganbarey Health Post,7.619886700000000,45.205343900000003,708.178222699999992,Public/Government,Health Post,Danod,ET050701,Doolo,ET0507,Somali,ET05,Bokh,Ganbarey,Approved
1060605,Ganchela Basic Health Post,6.172978200000000,36.870943500000003,2058.599999999999909,Public/Government,Health Post,O'yida,ET071506,Gofa,ET0715,SNNP,ET07,,Ganchela,Approved
1047377,Ganchere Health Post,6.366969000000000,36.333723800000001,1247.900000000000091,Public/Government,Health Post,Salamago,ET070701,South Omo,ET0707,SNNP,ET07,,,Approved
1073298,Gancherie Health post,11.631095900000000,39.047868899999997,2974.583999999999833,Public/Government,Health Post,Wadla,ET030305,North Wello,ET0303,Amhara,ET03,,"08 Gacherie",Approved
1038666,Ganda  Gara Primary Clinic,8.547787899999999,39.290242599999999,1614.800048999999944,Private for profit,Clinic,Adama town,ET040714,East Shewa,ET0407,Oromia,ET04,Adama,Hangatu,Approved
1018599,Ganda 14 Health Post,8.812636299999999,35.188982600000003,1486.400000000000091,Public/Government,Health Post,Dale Sadi,ET041808,Kelem Wellega,ET0418,Oromia,ET04,Chamo,Ganda 14,Approved
1018600,Ganda 17 Health Post,8.792542299999999,35.025383499999997,1308.000000000000000,Public/Government,Health Post,Yama Logi Welel,ET041802,Kelem Wellega,ET0418,Oromia,ET04,Machara,Ganda 17,Approved
1018601,Ganda 19 Health Post,8.861983300000000,35.232900000000001,1542.200072999999975,Public/Government,Health Post,Dale Sadi,ET041808,Kelem Wellega,ET0418,Oromia,ET04,Haro Sabu,Ganda 19,Approved
1023779,Ganda 6 Health Post,8.752070200000000,35.072716700000001,1396.000000000000000,Public/Government,Health Post,Sedi Chenka,ET041812,Kelem Wellega,ET0418,Oromia,ET04,Chanka,Ganda 6,Approved
1060482,Ganda Agemsa Health Post,7.139363200000000,40.706733000000000,1940.500000000000000,Public/Government,Health Post,Ginir town,ET042107,East Bale,ET0421,Oromia,ET04,Ginnir Town,Agemsa Kebele,Approved
1081028,Ganda Ejarisa Wari,7.133431000000000,40.716394100000002,1915.799999999999955,Public/Government,Health Post,Ginir town,ET042107,East Bale,ET0421,Oromia,ET04,Ginnir,Ijaris Wari,Approved
1060467,Ganda Gara Health Post,7.141384700000000,40.711343200000002,1941.799999999999955,Public/Government,Health Post,Ginir town,ET042107,East Bale,ET0421,Oromia,ET04,Ginnir,Genda Gara,Approved
1007380,Ganda Gobe Health Post,9.335206299999999,42.073046900000001,1967.000000000000000,Public/Government,Health Post,Aweday town,ET041099,East Hararge,ET0410,Oromia,ET04,Harar,Ganda Gobe,Approved
1064445,Ganda Negeya Health Post,8.067854700000000,39.728297300000001,2550.400000000000091,Public/Government,Health Post,Sude,ET040808,Arsi,ET0408,Oromia,ET04,,,Approved
1081032,Ganda Odaa Health post,7.142163800000000,40.706508999999997,0.000000000000000,Public/Government,Health Post,Ginir town,ET042107,East Bale,ET0421,Oromia,ET04,ginnir,odaa,Approved
1084744,Gandhi Community Pharmacy,9.015633899999999,38.755771299999999,2338.300000000000182,Public/Government,Pharmacy,Kirkos,ET140106,Region 14,ET1401,Addis Ababa,ET14,,,Approved
1067825,Gandhi MCH Speciality Center,9.015293300000000,38.756263500000003,2340.399902000000111,Public/Government,Specialty Center,Kirkos,ET140106,Region 14,ET1401,Addis Ababa,ET14,,,Approved
1040945,Gandi Drug Store,7.544302800000000,37.854033399999999,2292.099854000000050,Private for profit,Pharmacy,Hosaena town,ET070211,Hadiya,ET0702,SNNP,ET07,Hosanna,Lich Amba,Approved
1041027,Gandi Primary Clinic,7.543937500000000,37.854119200000000,2292.099854000000050,Private for profit,Clinic,Hosaena town,ET070211,Hadiya,ET0702,SNNP,ET07,Hosanna,Lich-amba,Approved
1058955,Gandii Cuqaala Medium Clinic,8.537187800000000,38.900716500000001,1724.700000000000045,Private for profit,Clinic,Liben Chukala,ET040711,East Shewa,ET0407,Oromia,ET04,Adulala,Adulala 01,Approved
1018602,Gandile Health Post,4.952588300000000,37.339856699999999,1410.000000000000000,Public/Government,Health Post,Teltale,ET041212,Borena,ET0412,Oromia,ET04,Gandile,Gandile,Approved
1058032,Gando Health Post,6.920108900000000,38.525481100000000,2076.000000000000000,Public/Government,Health Post,Hawasa town,ET160018,Sidama,ET1600,Sidama,ET16,Hawassa,Gando,Approved
1043892,Ganduli Health Post,13.031758300000000,39.868380000000002,1304.000000000000000,Public/Government,Health Post,Megale,ET020204,Kilbati /Zone2,ET0202,Afar,ET02,,,Approved
1018603,Gane Health Post,6.772327300000000,38.407496700000003,1760.700000000000045,Public/Government,Health Post,Dale,ET160004,Sidama,ET1600,Sidama,ET16,,Gane 01,Approved
1078612,Gane Ketema Health Post,6.772218700000000,38.407400500000001,1762.799999999999955,Public/Government,Health Post,Dale,ET160004,Sidama,ET1600,Sidama,ET16,,Gane,Approved
1077390,Gangaha  Health Post,10.372167100000000,40.047008200000000,1566.200000000000045,Public/Government,Health Post,Jilye Tumuga,ET031003,Oromia,ET0310,Amhara,ET03,senebete,gangaha,Approved
1018610,Gangeso Health Post,6.539355900000000,38.768694600000003,2288.099999999999909,Public/Government,Health Post,Bensa,ET160008,Sidama,ET1600,Sidama,ET16,,Gangeso,Approved
1059619,Gango Health Post,9.332978400000000,38.930866199999997,2730.800000000000182,Public/Government,Health Post,Jida,ET040615,North Shewa (OR),ET0406,Oromia,ET04,Gango,Gango,Approved
1070747,Gangota Health Post,10.812231600000000,39.590145499999998,2840.353920000000016,Public/Government,Health Post,Albuko,ET030408,South Wello,ET0304,Amhara,ET03,Degaga,Gangota,Approved
1044528,Ganguj Health post,9.615781000000000,35.801012000000000,,Public/Government,Health Post,Kamashi,ET060403,Kamashi,ET0604,Benishangul Gumz,ET06,,Ganguj,Pending
1046166,Gani Denefa Health post,7.070993900000000,37.042327200000003,2484.000000000000000,Public/Government,Health Post,Tocha,ET110401,Dawuro,ET1104,South West Ethiopia,ET11,,Gani,Approved
1035930,Ganichore Basic Healh Post,6.263430000000000,38.218032000000001,,Public/Government,Health Post,Wenago,ET070501,Gedeo,ET0705,SNNP,ET07,Wonago,Ganichore,Approved
1035853,Ganiti health post,7.546434700000000,35.848225800000002,1702.000000000000000,Public/Government,Health Post,Gewata,ET110203,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1032064,Ganiti Health Post,7.433795130000000,35.657394410000002,2455.000000000000000,Public/Government,Health Post,Bita,ET110210,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1065939,Ganitu Health Post,6.762564900000000,35.700606600000000,1822.531999999999925,Public/Government,Health Post,Gachit,ET110501,Mirab Omo,ET1105,South West Ethiopia,ET11,,Gantu,Approved
1079437,Ganji Commuity Pharmacy,9.041119300000000,35.622999600000000,1873.299999999999955,Public/Government,Pharmacy,Gaji,ET040113,West Wellega,ET0401,Oromia,ET04,Ganji,Ganji 01,Approved
1007212,Ganji Dembi Health Center,8.998438999999999,35.683617499999997,1704.299999999999955,Public/Government,Health Center,Gaji,ET040113,West Wellega,ET0401,Oromia,ET04,Genji Dembi,Genji Dembi,Approved
1080227,Ganji Health Center Community Pharmacy,9.035651700000001,35.616396700000003,1800.400000000000091,Public/Government,Pharmacy,Gaji,ET040113,West Wellega,ET0401,Oromia,ET04,Ganji,Ganji 02,Approved
1018618,Ganji Health Post,8.665165099999999,36.114572500000001,2040.000000000000000,Public/Government,Health Post,Dega,ET041604,Buno Bedele,ET0416,Oromia,ET04,Ganji,Ganji,Approved
1055501,Ganji Primary Hospital,9.050691700000000,35.629458300000003,1829.099999999999909,Public/Government,Hospital,Gaji,ET040113,West Wellega,ET0401,Oromia,ET04,Ganji,Ganji 01,Approved
1018616,Ganjuere Chicho Health Post,6.462835600000000,38.578913600000000,2731.800000000000182,Public/Government,Health Post,Hulla,ET160007,Sidama,ET1600,Sidama,ET16,,Ganjure Chicho,Approved
1055199,Gann Health Post,5.590481600000000,44.204639499999999,207.000000000000000,Public/Government,Health Post,Kelafo,ET050605,Shabelle,ET0506,Somali,ET05,Qalafo,Gann kebele,Approved
1055042,Gansale Health Post,7.332930000000000,42.442314000000003,,Public/Government,Health Post,Ayun,ET051001,Nogob,ET0510,Somali,ET05,Ayub,Gantale Kebele,Approved
1062293,Ganta Garo Primary Clinic,6.032502800000000,37.546808300000002,1279.000000000000000,Private for profit,Clinic,Arba Minch town,ET071021,Gamo,ET0710,SNNP,ET07,Arba Minch,Seha,Approved
1037130,Ganta Meyiche Basic health post,6.024526300000000,37.482992000000003,2242.900000000000091,Public/Government,Health Post,Arba Minch Zuria,ET071015,Gamo,ET0710,SNNP,ET07,,Ganta Meyche,Approved
1072940,Ganwuha Health Post,12.176913600000001,39.427974200000001,2231.699999999999818,Public/Government,Health Post,Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,,Ganwuha,Approved
1018626,Gara Abdullahi Health Post,9.462207599999999,42.229212699999998,2488.000000000000000,Public/Government,Health Post,Jarso (East Hararghe),ET041002,East Hararge,ET0410,Oromia,ET04,Ejersa Goro,Ahmadimam,Approved
1041552,Gara Basketo Basic Health Post,6.239151600000000,36.581130999999999,0.000000000000000,Public/Government,Health Post,Basketo SP Woreda,ET071601,Basketo,ET0716,SNNP,ET07,Gara,Gara Basketo,Approved
1018635,Gara Dima Health Post,8.708709000000002,39.826425999999998,,Public/Government,Health Post,Fentale,ET040701,East Shewa,ET0407,Oromia,ET04,Gara Dima,Gara Dima 02,Approved
1018634,Gara Dima Health Post,7.985131900000000,40.587311100000001,1855.666259999999966,Public/Government,Health Post,Hawi Gudina,ET040915,West Hararge,ET0409,Oromia,ET04,Gara Dima,Gara Dima,Approved
1036560,Gara Ejersa Health Post,9.543616500000001,42.246855400000001,2416.000000000000000,Public/Government,Health Post,Jarso (East Hararghe),ET041002,East Hararge,ET0410,Oromia,ET04,Kora Mixe,Gara Ejersa,Approved
1018638,Gara Gafa Health Post,8.501461700000000,41.444591699999997,1442.099999999999909,Public/Government,Health Post,Golo Oda,ET041017,East Hararge,ET0410,Oromia,ET04,Burka,Gara Gafa,Approved
1018640,Gara Galo Health Post,6.911770300000000,38.540424000000002,2137.599999999999909,Public/Government,Health Post,Hawela,ET160023,Sidama,ET1600,Sidama,ET16,,Gara Galo,Approved
1046397,Gara Godo Health Center,7.079251100000000,37.778437900000000,1824.700000000000045,Public/Government,Health Center,Boloso Sore,ET070601,Wolayita,ET0706,SNNP,ET07,Areka,Gara Godomezegaja,Approved
1018642,Gara Hudha Health Post,8.979005700000000,36.686336099999998,1743.299999999999955,Public/Government,Health Post,Wayu Tuka,ET040206,East Wellega,ET0402,Oromia,ET04,Gute,Gara Hudha,Approved
1018643,Gara Korma Health Post,9.160218000000000,34.551358000000000,,Public/Government,Health Post,Gidami,ET041809,Kelem Wellega,ET0418,Oromia,ET04,Kellem,Gara Korma,Approved
1007232,Gara Kufa Health Center,9.154881899999999,41.083021700000003,2425.900000000000091,Public/Government,Health Center,Tulo (OR),ET040903,West Hararge,ET0409,Oromia,ET04,Gara Kufa,Gara Kufa,Approved
1026757,Gara kufa Health Post,9.239304600000001,41.200076600000003,2156.500000000000000,Public/Government,Health Post,Tulo (OR),ET040903,West Hararge,ET0409,Oromia,ET04,Gara kufa,Gara kufa,Approved
1018645,Gara Naso Health Post,7.701560800000000,36.249615100000000,2019.000000000000000,Public/Government,Health Post,Gera,ET040408,Jimma,ET0404,Oromia,ET04,Gara Naso,Gara Naso,Approved
1018646,Gara Nigus 01 Health Post,9.083710000000000,40.985067999999998,,Public/Government,Health Post,Chiro Zuria,ET040913,West Hararge,ET0409,Oromia,ET04,Gara Nigus 01,Gara Nigus 01,Approved
1018647,Gara Nigus 02 Health Post,9.055479999999999,41.044373999999998,,Public/Government,Health Post,Tulo (OR),ET040903,West Hararge,ET0409,Oromia,ET04,Gara Nigus 02,Gara Nigus 02,Approved
1058034,Gara Rikata Health Post,6.989793600000000,38.533717299999999,1685.000000000000000,Public/Government,Health Post,Hawasa town,ET160018,Sidama,ET1600,Sidama,ET16,Hawassa,Gara Rikata,Approved
1018652,Gara Wadaja Health Post,9.348292400000000,42.321973600000000,1925.000000000000000,Public/Government,Health Post,Gursum (OR),ET041003,East Hararge,ET0410,Oromia,ET04,Funyan Bira,Gara Wadaja,Approved
1018653,Gara Wallo Health Post,8.379813600000000,41.877575600000000,1327.500000000000000,Public/Government,Health Post,Meyu Muleke,ET041018,East Hararge,ET0410,Oromia,ET04,Meyu,Gara Wallo,Approved
1054683,Gara'a Health Post,6.731359800000000,44.283312799999997,474.600000000000023,Public/Government,Health Post,Kebridehar town,ET050592,Korahe,ET0505,Somali,ET05,,Gara'a,Approved
1018627,Garab Ad Health Post,10.079755499999999,42.858636900000000,1388.099999999999909,Public/Government,Health Post,Harawo,ET050299,Fafan,ET0502,Somali,ET05,Harawo,Garab ad,Approved
1056000,Garabgel Health Post,5.164991500000000,40.375078400000000,1241.799999999999955,Public/Government,Health Post,Deka Suftu,ET050991,Liban,ET0509,Somali,ET05,filtu,"03",Approved
1054887,Garab-Harir Health Post,9.047825599999999,43.122166000000000,1612.299999999999955,Public/Government,Health Post,Kebribeyah,ET050206,Fafan,ET0502,Somali,ET05,Qabribayah,Garab-Harir,Approved
1054709,Garabidan Health Post,9.213460000000000,43.585793000000002,1532.349242999999888,Public/Government,Health Post,Harshin,ET050207,Fafan,ET0502,Somali,ET05,Garabidan,Garabidan,Approved
1055054,Garabjabiye Health Post,6.016841500000000,43.348248400000003,285.000000000000000,Public/Government,Health Post,Berocano,ET050608,Shabelle,ET0506,Somali,ET05,Berano,Garabjabiye kebele,Approved
1055996,Gar'ad Health Post,4.966337600000000,40.779113500000001,1123.000000000000000,Public/Government,Health Post,Filtu,ET050901,Liban,ET0509,Somali,ET05,filtu,,Approved
1046007,Garada Bachira Health post,7.134110200000000,37.291058600000000,1729.000000000000000,Public/Government,Health Post,Zabagazo,ET110410,Dawuro,ET1104,South West Ethiopia,ET11,,Garada Bachira,Approved
1045997,Garada Entela Health post,7.132040800000000,37.289983900000003,1705.000000000000000,Public/Government,Health Post,Zabagazo,ET110410,Dawuro,ET1104,South West Ethiopia,ET11,,Garada Entala,Approved
1046821,Garadida Basic Health Post,6.223969800000000,36.791847900000000,2328.000000000000000,Public/Government,Health Post,O'yida,ET071506,Gofa,ET0715,SNNP,ET07,,Garadida,Approved
1018633,Garadilo Health Post,7.220279900000000,39.500980900000002,2397.000000000000000,Public/Government,Health Post,Adaba,ET041710,West Arsi,ET0417,Oromia,ET04,Gradilo,Gradilo,Approved
1018637,Garado Health Post,6.046304700000000,41.737989700000000,573.000000000000000,Public/Government,Health Post,Elkare /Serer,ET050804,Afder,ET0508,Somali,ET05,Dawe Sara,Gerado,Approved
1029019,Garaduba Medium Clinic,8.863383300000002,38.800192000000003,2096.399902000000111,Private for profit,Clinic,Akaki Kality,ET140101,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,"1",Approved
1058109,Garaha Rikata Health Center,6.984029100000000,38.516656599999997,1703.200000000000045,Public/Government,Health Center,Hawasa town,ET160018,Sidama,ET1600,Sidama,ET16,,Garaha Rikata,Approved
1056100,Garahatamo Health Post,9.767057100000001,42.579987099999997,1317.829590000000053,Public/Government,Health Post,Dembel,ET050102,Siti,ET0501,Somali,ET05,Danbal,Garahatamo,Approved
1045074,Garamba Medium Clinic,6.690356800000000,38.717617900000000,2572.599999999999909,Private for profit,Clinic,Arbegona,ET160003,Sidama,ET1600,Sidama,ET16,,Yaye 01,Approved
1046413,Garame Ambericho Health Post,7.298154800000000,37.901395299999997,2309.312672000000020,Public/Government,Health Post,Kediada Gambela,ET070303,Kembata Tembaro,ET0703,SNNP,ET07,Durame,Garame,Approved
1066017,Garamuji Health Post,6.731721300000000,36.200181499999999,0.000000000000000,Public/Government,Health Post,Goba (SP),ET110212,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1002855,Garamuleta General Hospital,9.137861200000000,41.844992599999998,2453.599999999999909,Public/Government,Hospital,Girawa,ET041016,East Hararge,ET0410,Oromia,ET04,Girawa,Girawa,Approved
1054589,Garanugle Health  Post,8.086595100000000,45.234506699999997,772.799999999999955,Public/Government,Health Post,Gashamo,ET050304,Jarar,ET0503,Somali,ET05,,"01",Approved
1070091,Garasgie Health Center,12.011905900000000,36.681943500000003,1726.000000000000000,Public/Government,Health Center,Alefa,ET031115,Central Gondar,ET0311,Amhara,ET03,Garasgie,Garasgie,Approved
1055026,Garasley Health Post,7.081800600000000,42.797508499999999,670.572631799999954,Public/Government,Health Post,Dihun,ET051006,Nogob,ET0510,Somali,ET05,Garasley,Garasley,Approved
1054511,Garawadhile Health Post,9.806833800000000,43.214793999999998,1561.599999999999909,Public/Government,Health Post,Aw-Bare,ET050205,Fafan,ET0502,Somali,ET05,Garawadile,Garawadile,Approved
1054627,Garawo Health Post,8.022386200000000,43.607226099999998,1008.000000000000000,Public/Government,Health Post,Degehabur,ET050302,Jarar,ET0503,Somali,ET05,,,Approved
1036422,Garba 01Health post,5.782781700000000,38.269563300000002,2244.099999999999909,Public/Government,Health Post,Bule Hora,ET041501,West Guji,ET0415,Oromia,ET04,Garba,Garba 01,Approved
1018655,Garba 02 Health Post,5.773857100000000,38.270700499999997,2232.099999999999909,Public/Government,Health Post,Bule Hora,ET041501,West Guji,ET0415,Oromia,ET04,Garba 02,Garba 02,Approved
1031604,Garba Primary Clinic,5.776918900000000,38.271608299999997,2226.099999999999909,Private for profit,Clinic,Bule Hora,ET041501,West Guji,ET0415,Oromia,ET04,Gerba,Garba 01,Approved
1054738,Garba-cura Health Post,8.808534999999999,43.319253000000003,,Public/Government,Health Post,Kebribeyah,ET050206,Fafan,ET0502,Somali,ET05,Garbahare,Garbahare,Approved
1078722,Garbahare Health Post,8.931321400000000,43.077466100000002,1407.981811999999991,Public/Government,Health Post,Kebribeyah,ET050206,Fafan,ET0502,Somali,ET05,,,Approved
1055545,Garbaise Rural Drug Vender,9.529725300000001,41.196984499999999,1115.000000000000000,Private for profit,Other,Gota-Biki,ET050198,Siti,ET0501,Somali,ET05,Gotabiki,"01",Approved
1046337,Garbansa Untulo Basic Health Post,6.009463400000000,37.542960700000002,0.000000000000000,Public/Government,Health Post,Arba Minch town,ET071021,Gamo,ET0710,SNNP,ET07,,Bereche,Approved
1066605,Garbena Health Post,13.256301000000001,40.005876600000001,836.399999999999977,Public/Government,Health Post,Erebti,ET020201,Kilbati /Zone2,ET0202,Afar,ET02,,Garbena,Approved
1061235,Garbi Gole Health post,9.657385000000000,37.939157000000002,,Public/Government,Health Post,Abuna Ginde Beret,ET040516,West Shewa,ET0405,Oromia,ET04,Beke Kelate,Garbi Gole,Approved
1054745,Garbi Health Post,9.152107600000001,43.135806199999998,1720.407958999999892,Public/Government,Health Post,Kebribeyah,ET050206,Fafan,ET0502,Somali,ET05,Garbi,Garbi,Approved
1007226,Garbi Primary Clinic,4.741519500000000,38.829255300000000,1758.400024000000030,Private for profit,Clinic,Arero,ET041208,Borena,ET0412,Oromia,ET04,Mata Gafarsa Town,Mata Gafarsa,Approved
1027589,Garbi Taka HealthPost,8.761993400000000,40.543382600000001,1812.000000000000000,Public/Government,Health Post,Habro,ET040908,West Hararge,ET0409,Oromia,ET04,Garbi Taka,Garbi Taka,Approved
1018425,Garbicho Guticha Health Post,6.398467400000000,38.508268700000002,2886.500000000000000,Public/Government,Health Post,Bore,ET041402,Guji,ET0414,Oromia,ET04,Guticha,Garbicho Guticha,Approved
1054746,Garbile Health Post,9.042385200000000,43.080436200000001,1528.856322999999975,Public/Government,Health Post,Kebribeyah,ET050206,Fafan,ET0502,Somali,ET05,Garbile,Garbile,Approved
1054437,Garbo Dinle Health Post,8.814724099999999,43.313988700000003,1516.455443999999943,Public/Government,Health Post,Kebribeyah,ET050206,Fafan,ET0502,Somali,ET05,Ararso,Garbodinle,Approved
1055015,Garbo Health Center,7.316882000000000,43.296650999999997,,Public/Government,Health Center,Garbo,ET051003,Nogob,ET0510,Somali,ET05,Garbo,"1",Approved
1054911,Garbodimo Health Post,9.189612500000001,42.444037299999998,1439.183350000000019,Public/Government,Health Post,Gursum (OR),ET041003,East Hararge,ET0410,Oromia,ET04,Babili,Garbodimo,Approved
1055730,Garbo-Hamud Health Post,5.163922500000000,42.243780700000002,290.300000000000011,Public/Government,Health Post,Hargele,ET050806,Afder,ET0508,Somali,ET05,God-usbo,Garbo-Hamud,Approved
1055052,Garbo-haradho Health Post,6.061513900000000,43.278354499999999,296.867614699999990,Public/Government,Health Post,Berocano,ET050608,Shabelle,ET0506,Somali,ET05,Berano,Garbo-haradho kebele,Approved
1066799,Garbo-taxan Health Post,8.232682499999999,43.548400500000000,1047.000000000000000,Public/Government,Health Post,Degahabur town,ET050307,Jarar,ET0503,Somali,ET05,,,Denied
1046933,Garda Basic Health Post,6.181101700000000,36.825360799999999,1812.554000000000087,Public/Government,Health Post,O'yida,ET071506,Gofa,ET0715,SNNP,ET07,,Garda,Approved
1033535,Garda Health Center,5.971842100000000,37.120772700000003,1271.253539999999930,Public/Government,Health Center,Garda Marta,ET071018,Gamo,ET0710,SNNP,ET07,,Garda,Approved
1037328,Garda Shakaro Basic Health Post,5.970295000000000,37.044956200000001,979.964599600000042,Public/Government,Health Post,Garda Marta,ET071018,Gamo,ET0710,SNNP,ET07,,shakaro,Approved
1037326,Garda yagile Basic health post,5.926446800000000,37.295687000000001,0.000000000000000,Public/Government,Health Post,Gerese,ET071013,Gamo,ET0710,SNNP,ET07,,yagile,Approved
1061966,Gardasha Health Post,8.039164700000002,37.737996400000000,1946.293944999999894,Public/Government,Health Post,Enemor Ener,ET070111,Guraghe,ET0701,SNNP,ET07,,Gardasha,Approved
1044959,Gare Bela Health Post,9.489649999999999,41.650961700000003,1806.700000000000045,Public/Government,Health Post,Meta,ET041009,East Hararge,ET0410,Oromia,ET04,Dire Dawa,Lege oda,Approved
1018679,Gare Jelu Health Post,7.897065000000000,41.269015000000003,1483.400000000000091,Public/Government,Health Post,Lege Hida,ET042102,East Bale,ET0421,Oromia,ET04,Beltu,Gare Jelu,Approved
1061008,Gare Kora Health post,9.044731100000000,38.267747200000002,2255.300000000000182,Public/Government,Health Post,Ejersa Lafo,ET040590,West Shewa,ET0405,Oromia,ET04,Olenkomi,Gare Kora,Approved
1018681,Gare Kufa Health Post,9.151306800000000,41.090664500000003,2382.500000000000000,Public/Government,Health Post,Tulo (OR),ET040903,West Hararge,ET0409,Oromia,ET04,Gare Kufa,Gare Kufa,Approved
